dish_id,menu_section,dish_name,menu_description,cleaned_descriptions,contains_peanuts,contains_egg,contains_sesame,contains_fish,contains_shellfish,contains_soy,contains_meat
8933592b-1cfd-49c9-8f9b-06f1597a75ed,Grill‎‎‎‎‎‎‎‎,Steak Pizzaiola,"garlic, ‎ oregano in a tomato sauce and side of pasta.",garlic oregano tomato sauce side pasta,0,0,0,0,0,0,1
93cc184d-b34f-44a2-ab3e-7cb2ebd72f24,Signature Rolls (Breakfast Egg Rolls),"The ""Mattapan""","hot beef, sausage, scrambled egg, and cheese.",hot beef sausage scrambled egg cheese,0,1,0,0,0,0,1
625a620f-0495-4d3d-81c6-68cea7ca4044,Signature Pizza,The Mediterranean Pizza (big 18 inch pizza),"feta cheese, spinach, onion, garlic, olives and mozzarella cheese.",feta cheese spinach onion garlic olives mozzarella cheese,0,0,0,0,0,0,1
11d83b37-32b4-45c3-b23a-68805bfa1144,Seaweed Outside,Miso Eggplant,"eggplant tempura, miso glaze.",eggplant tempura miso glaze,0,1,1,0,0,1,0
8b54f6be-66b3-4619-8874-922bf756dd54,Appzetiyesi & Saladi,Tako Su,octopus with light vinegar sauce.,octopus light vinegar sauce,0,0,0,0,0,0,0
4b14d8fb-307d-4695-8d08-b3d7306d720d,Salads,Muhammara,"roasted sweet red peppers, ground walnuts, pomegranate molasses, garlic, olive oil and spices.",roasted sweet red peppers ground walnuts pomegranate molasses garlic olive oil spices,0,0,0,0,0,0,0
acd9064c-a922-4327-aff4-138447867b5a,Cac Mon Lau (Hot Pot),Lau Cua,crab hot pot.,crab hot pot,0,0,0,0,1,0,0
a5d291a9-8565-4b4b-be11-44cfe31ee35a,Cold Subs,The Roger Sub (Hots) (large),"turkey, pepperoni, bacon, and provolone cheese.",turkey pepperoni bacon provolone cheese,0,0,0,0,0,0,1
0ca1b122-80b8-4d3e-a49e-940c1ca84d43,Specialty Pizzas,Rancho Pizza,"marinated chicken, fresh tomatoes and bacon.",marinated chicken fresh tomatoes bacon,0,0,0,0,0,1,1
6b6f2395-473f-4aaa-9ade-b73f9ff4dfd7,Entrées,Costilla Asada,"grilled short rib flanken, served with white rice, mayo, cole slaw, and french fries.",grilled short rib flanken served white rice mayo cole slaw french fries,0,0,1,0,0,1,1
e61fb0be-6caa-4dbd-8b81-97ffedfbaaa7,Grilled Bread Sandwiches,Grilled Chicken & Roasted Vegetable Wrap,"honey peppered chicken with sautéed spinach, pan fried eggplant, roasted red peppers, portobello mushrooms, butternut squash, balsamic glazed onions, zucchini, and pepper jack cheese grilled on a tortilla wrap.",honey peppered chicken sautéed spinach pan fried eggplant roasted red peppers portobello mushrooms butternut squash balsamic glazed onions zucchini pepper jack cheese grilled tortilla wrap,0,1,0,0,0,0,1
14637819-3a11-4268-b1cb-ee881387ac09,Alternative Salads,Caesar,"romaine lettuce croutons, & shaved parmesan cheese.",romaine lettuce croutons shaved parmesan cheese,0,0,0,0,0,0,0
6cd72504-885d-42a8-a64f-f6c28200bfde,Sauteed Dishes (Lunch),ST10. Garlic & Pepper (squid),"sauteed with garlic sauce and thai peppers, scallions, red peppers, mushrooms and pineapple chunks served with steamed assorted vegetables.",sauteed garlic sauce thai peppers scallions red peppers mushrooms pineapple chunks served steamed assorted vegetables,0,0,0,0,0,0,0
1d094c72-9327-4f67-8a15-d76eb1ed37f5,Seafood Offering,Salmon Ginger,"steamed salmon fillet with fresh ginger, carrots, bell peppers, onions, mushrooms, scallions in ginger sauce.",steamed salmon fillet fresh ginger carrots bell peppers onions mushrooms scallions ginger sauce,0,0,1,1,0,0,1
c1b8d030-4c11-4119-a7b1-3ea9234a2ad4,Burgers & Sandwiches,Burger,served with lettuce & tomato.,served lettuce tomato,0,0,0,0,0,0,0
ad7bb932-dbd5-4f5a-8482-98113b61f9e9,Lunch Noodle Corner,Pik Pao Pad Thai (Lunch Only),"a mild version of pad thai noodle with egg, bean sprouts and peanuts cooked with pik pao paste. spicy.",mild version pad thai noodle egg bean sprouts peanuts cooked pik pao paste spicy,1,1,0,0,1,1,1
b2c62b38-14ee-4525-bca4-79555f7a7519,Salads,S2. Fresh Mozzarella & Roasted Peppers Salad,"fresh romaine and mesclunch mix, almonds, cherry tomatoes, croutons and, kalamata olives. served with a salad roll.",fresh romaine mesclunch mix almonds cherry tomatoes croutons kalamata olives served salad roll,0,1,0,0,0,0,0
eef99d1d-ae45-4f1d-828a-94937da65a6d,Fried Rice,Fried Rice,"stir-fried with chicken, bbq pork, eggs, snow peas and carrots.",chicken bbq pork eggs snow peas carrots,0,1,0,0,0,1,1
961307ad-bf02-4cce-b075-a7b62b60e9f0,To Share,Crab Cakes,lump crab cake served over arugula with blood orange topped with a lemon pepper aioli.,lump crab cake served arugula blood orange topped lemon pepper aioli,0,1,0,0,1,0,0
447be6e2-b748-4cb8-9361-ecada5127314,Vegetarian Mezza,Falafel,"ground fava beans, chickpeas and our blend of spices served with vegetables and tahini sauce",ground fava beans chickpeas blend spices served vegetables tahini sauce,0,0,1,0,0,0,0
e8efb4c6-839b-455e-86bc-c90e39e0c268,Salads,Nutty Chicken,"grilled chicken with rice noodles, vegetables, & peanuts served with a sweet-sour dressing. spicy.",grilled chicken rice noodles vegetables peanuts served dressing spicy,1,1,0,0,0,1,1
6584da12-cb4d-4304-bd92-d92b10b6d884,Pasta Fatta a Mano,Ravioli al Quattro Formaggi,"four cheese ravioli, tomato basil sauce.",four cheese ravioli tomato basil sauce,0,0,0,0,0,0,0
6827769e-dfcd-4e36-b420-7a2320e2ce16,Makimono,Salmon Roll,wrapped in seaweed.,wrapped seaweed,0,0,0,1,0,0,0
d2b94c56-368a-4237-a535-6d31af9d7cc2,Shaved Snow,S6. Lychee Love Snow,"lychee snow, original qq boba jelly, rainbow mini mochi, snowflake drizzle.",lychee snow original qq boba jelly rainbow mini mochi snowflake drizzle,0,0,0,0,0,0,0
a430852c-7911-4866-843a-77112906156d,George Howell Direct Trade Coffee,Pour-Over (24oz),rotating selection of premium beans from all over the globe.,rotating selection premium beans globe,0,0,0,0,0,0,0
bee6af2e-ca8a-41d8-9fd5-0f89d77248de,Breakfast,Montecristo,"eggs with ham, pork strips, fried beans, cream and cheese.",eggs ham pork strips fried beans cream cheese,0,1,0,0,0,0,1
36e049b4-27fb-40af-8883-d97247f24c62,Appetizers From Kitchen,Crazy Soft Shell Crab,lightly spiced with jalapeno.,lightly spiced jalapeno,0,0,0,0,1,0,0
d020f079-81cb-4d05-9eb7-5cefb29eef39,House Entrées,Maki Deluxe,"spicy tuna, symphony’s rolls, yellow tail and scallion.",spicy tuna symphony rolls yellow tail scallion,0,0,0,1,0,1,0
070ca890-7859-4fd5-8042-97bf15382bb2,Curry,43. Panang Curry,"spicy. flavored with red chili paste with additional flavor of coriander and cumin, tossed with pepper, onion & green pea and sprinkled with basil leaves.",spicy flavored red chili paste additional flavor coriander cumin tossed pepper onion green pea sprinkled basil leaves,1,0,0,0,0,1,0
d0123bb9-6851-43e1-9abe-778dd012ddb4,Vermicelli Entrées,26C. Bun Rieu,special vermicelli soup.,special vermicelli soup,0,0,0,0,0,0,1
8bfe3337-564c-4c1e-91ea-b51653c18a00,Entrees - Gói (Vietnamese Salads),10 Gỏi Ðậu Hủ (Vegetarian Tofu Salad),"sliced tofu with shredded carrots, cabbage, fresh mint, roasted peanuts and our home dressing.",sliced tofu shredded carrots cabbage fresh mint roasted peanuts home dressing,1,0,0,0,0,1,0
827e9c72-05fc-4f10-a2cc-b6271952f916,Specialty Pizzas,Boston Supreme Veggie with Chicken (medium),"chicken, onions, peppers, black olives, mushrooms, fresh tomatoes, fresh basil, tomato sauce, mozzarella cheese and a touch of romano.",chicken onions peppers black olives mushrooms fresh tomatoes fresh basil tomato sauce mozzarella cheese touch romano,0,0,0,0,0,0,1
b824eddf-d42a-4171-947c-adecd2f33262,Beef & Pork,Beef with Satay Sauce (Large),hot and spicy.,hot spicy,1,0,0,0,0,1,1
3ef39122-55b4-4389-91f2-9ff206d06ea9,Chef's Specialties,General Gau's Beef (large),spicy.,spicy,0,0,0,0,0,0,1
6c54c433-913d-480c-b8cb-8f4c25c87aab,Vegetarian Corner,Bamboo Shoots with Dry Bean Curd,spicy.,spicy,0,0,1,0,0,0,0
7efa1dc0-dfa3-49d4-886f-853557220d02,Traditional Makimono.,Rainbow,"eel, avocado, cucumber, layered with 3 types of fish topped with daikon and wasabi marinated tobiko.",eel avocado cucumber layered types fish topped daikon wasabi marinated tobiko,0,0,0,0,0,0,1
b1fce986-fc18-47a8-9224-7db136e607a6,Breakfast,Vegetarian Omelette,"tomatoes, green peppers, mushrooms, onions and cheddar cheese. served with home fries or pancakes and toast.",tomatoes green peppers mushrooms onions cheddar cheese served home fries pancakes toast,0,1,0,0,0,0,0
b811bc69-3d75-48fb-9eff-4791d4c34f09,Toasts,Mushroom,"mushroom duxelle, gruyere.",mushroom duxelle gruyere,0,0,0,0,0,0,1
12a24221-65de-42c4-83d2-9e314c694202,Cold Fixin's,Texas Caviar (half),half pan (15-18) / medium (20-25) / large (30-35) / extra large (35-40).,half pan medium large extra large,0,0,0,0,0,0,0
dc337b27-b189-4f12-adab-908ebfef809a,Cold Subs,American (large),"american, ham and mortadella.",american ham mortadella,0,0,0,0,0,0,1
88783fe8-e1fe-4a1b-8d50-264aa6a57dbb,Rice Dishes,Chicken Biryani,"basmati rice cooked with chicken chunks, nuts, raisins, herbs and spices.",basmati rice cooked chicken chunks nuts raisins herbs spices,0,1,0,0,0,0,1
158c43ff-d6db-4224-b85f-732507d7cd2f,Vitello,Vitello Grand Marnier,veal sautéed in orange liquer.,veal sautéed orange liquer,0,0,0,0,0,0,0
107ab3d2-f10b-449d-90f1-493c947f08c0,Genki Specials,Tri-Color Roll,"tuna, salmon, yellowtail, avocado cucumber & three kinds of flying-fish roe.",tuna salmon yellowtail avocado cucumber three kinds roe,0,0,0,1,0,0,1
a6d93f8c-8a2f-462b-8bf5-9466664df243,Extras,English Muffin,vegan.,vegan,0,0,0,0,0,0,0
ca2531ae-3241-488c-88c9-e106e3ee7c3c,Salads,Chopped Kale Salad,"avocado, cherry tomatoes, roasted corn, carrot, red peppers, shaved cabot extra sharp cheddar, buttermilk ranch",avocado cherry tomatoes roasted corn carrot red peppers shaved cabot extra sharp cheddar buttermilk ranch,0,1,0,0,0,0,0
f5331a2d-387d-4979-9cda-c38fde141ee5,Tea,Thai Tea (Cold) (large),"thai tea, cream.",thai tea cream,0,0,0,0,0,0,0
46da62c0-a976-45c0-bd5f-7227c71c0e7c,Entradas/Main Course,Bife de Atum Grelhado (Grilled Tuna Steak),"topped with chopped onion, parsley, vinaigrette & lemon juice sauce. served with rice and vegetables.",topped chopped onion parsley vinaigrette lemon juice sauce served rice vegetables,0,0,0,1,0,0,1
42b60d40-01f2-4867-9919-7891875172a7,Hot Subs,Steak Bomb Sub (large),"with peppers, onions, mushrooms, and salami.",peppers onions mushrooms salami,0,0,0,0,0,0,1
3f91a6c5-e2b8-40d6-8bf8-e82b85e73557,Side Orders,Mozzarella Sticks,8 piece.,piece,0,0,0,0,0,0,0
932b716d-ad58-4e64-972e-0790e0c533f8,Artisanal Sandwiches & Wraps,California Wrap,"boneless strips of chicken, avocado, tomatoes, roasted red peppers, and mixed field greens, tossed in a citrus lemonette dressing.",boneless strips chicken avocado tomatoes roasted red peppers mixed field greens tossed citrus lemonette dressing,0,0,0,0,0,0,1
4183af0a-b499-4a0c-9b18-b0d2a920bc65,Burgers,Fajita Burger,"marinated beef or chicken, sautéed with peppers, onions and tomatoes monterey - cheddar or pepper jack cheese.",marinated beef chicken sautéed peppers onions tomatoes monterey cheddar pepper jack cheese,0,1,0,0,0,1,1
fed359d4-b78b-4755-9841-42728393949a,Brunch Sandwich,Pepito Medianoche Brunch,"cuban style. pork with pickled onions, ham, swiss cheese, salsa rosa, mustard, in a pressed french bread.",cuban style pork pickled onions ham swiss cheese salsa rosa mustard pressed french bread,0,1,0,0,0,0,1
0a990349-4d40-49db-a107-1eae75100984,Mediterranean Cuisine,Shawarma Chicken Wrap,"served with lettuce, tomatoes, onions and tahini sauce.",served lettuce tomatoes onions tahini sauce,0,0,1,0,0,0,1
452ec811-aac6-4b96-bddf-a075e33b3dad,Salads,Garden Salad,"lettuce, cucumbers, green pepper, and tomato.",lettuce cucumbers green pepper tomato,0,0,0,0,0,0,0
f06a4e97-9087-4cdf-8f3b-da709c97e5c7,Salads,Zesty BBQ Chicken,with grilled onions and ranch dressing.,grilled onions ranch dressing,0,0,0,0,0,1,1
801f9969-738b-493c-b609-4b62bdc6b50e,Cold Sandwiches,Mumbai Samosa Wrap,"vegetarian. samosa made with curry, roasted potatoes, green, and chickpeas, romaine, red onion, yogurt dill, cucumbers, spicy mango sauce.",vegetarian samosa made curry roasted potatoes green chickpeas romaine red onion yogurt dill cucumbers spicy mango sauce,0,0,0,0,0,0,0
09773d90-5ff7-489b-ac4a-65d242c3276e,Appetizers,Brandade Beignets,guajillo pepper aïoli,guajillo pepper aïoli,0,1,0,1,0,0,0
636485ac-68d5-4453-b5fd-fd93a7ba152b,Catering Breads,Blueberry Nan (large),"whole wheat or white flour bread made with blueberry, coconut, and honey in our tandoori oven.",whole wheat white flour bread made blueberry coconut honey tandoori oven,0,0,0,0,0,0,1
3a296448-327f-483b-90fc-0b58cfc66dad,Cooked - Maki,Spicy Seafood Maki,"crab, shrimp, octopus, tobiko, cucumber & spicy mayo sauce.",crab shrimp octopus tobiko cucumber spicy mayo sauce,0,0,0,0,1,0,1
56e3df42-bdba-477f-b9d1-0a44564dca56,Salads,Greek Salad,"with lettuce, tomatoes, green peppers, carrots, greek olives, cucumbers, and feta.",lettuce tomatoes green peppers carrots greek olives cucumbers feta,0,0,0,0,0,0,0
